id;dob;Sex;penAge;maritalSatatus;dobPartner;sexPartner;Lop;Lpp;LppIngegaan;Wzp;WzpIngegaan;Top;topStart;topEnd
629;06/08/1902;M;65;M;04/08/1900;F;3879;2715.3;;543.06;;969.75;62;65
630;11/11/1934;M;65;M;09/11/1932;F;9754;6827.8;;1365.56;;2438.5;62;65
631;08/23/1977;M;65;U;;F;7316;5121.2;;1024.24;;1829;62;65
632;01/11/1933;M;65;M;11/11/1930;F;11959;8371.3;;1674.26;;2989.75;62;65
633;06/23/1951;F;65;M;08/23/1953;M;19086;13360.2;;2672.04;;4771.5;62;65
634;10/19/1969;F;65;U;;M;17533;12273.1;;2454.62;;4383.25;62;65
635;10/12/1957;M;65;U;;F;15127;10588.9;;2117.78;;3781.75;62;65
636;10/12/1968;M;65;U;;F;19040;13328;;2665.6;;4760;62;65
637;11/15/1918;M;65;M;09/15/1916;F;3990;2793;;558.6;;997.5;62;65
638;08/14/1948;M;65;M;06/14/1946;F;18906;13234.2;;2646.84;;4726.5;62;65
639;04/04/1908;F;65;M;06/04/1910;M;8045;5631.5;;1126.3;;2011.25;62;65
640;02/14/1974;M;65;U;;F;10586;7410.2;;1482.04;;2646.5;62;65
641;03/01/1945;M;65;M;01/01/1943;F;10911;7637.7;;1527.54;;2727.75;62;65
642;04/24/1924;F;65;M;06/24/1926;M;19930;13951;;2790.2;;4982.5;62;65
643;08/15/1900;F;65;M;10/15/1902;M;6119;4283.3;;856.66;;1529.75;62;65
644;06/28/1942;F;65;M;08/28/1944;M;22540;15778;;3155.6;;5635;62;65
645;07/28/1970;M;65;U;;F;10734;7513.8;;1502.76;;2683.5;62;65
646;09/04/1908;F;65;M;11/04/1910;M;20445;14311.5;;2862.3;;5111.25;62;65
647;09/05/1986;M;65;U;;F;7825;5477.5;;1095.5;;1956.25;62;65
648;03/22/1903;F;65;M;05/22/1905;M;23087;16160.9;;3232.18;;5771.75;62;65
649;03/03/1912;F;65;M;05/03/1914;M;7123;4986.1;;997.22;;1780.75;62;65
650;07/18/1921;F;65;M;09/18/1923;M;23403;16382.1;;3276.42;;5850.75;62;65
651;08/28/1951;F;65;M;10/28/1953;M;11446;8012.2;;1602.44;;2861.5;62;65
652;02/22/1918;M;65;M;12/22/1915;F;8060;5642;;1128.4;;2015;62;65
653;01/14/1928;M;65;M;11/14/1925;F;10144;7100.8;;1420.16;;2536;62;65
654;10/12/1985;F;65;U;;M;6579;4605.3;;921.06;;1644.75;62;65
655;04/10/1977;M;65;U;;F;10744;7520.8;;1504.16;;2686;62;65
656;04/24/1908;F;65;M;06/24/1910;M;4173;2921.1;;584.22;;1043.25;62;65
657;12/23/1953;M;65;M;10/23/1951;F;11228;7859.6;;1571.92;;2807;62;65
658;12/27/1995;M;65;U;;F;1466;1026.2;;205.24;;366.5;62;65
659;05/08/1945;M;65;M;03/08/1943;F;6301;4410.7;;882.14;;1575.25;62;65
660;06/06/1948;F;65;M;08/06/1950;M;17978;12584.6;;2516.92;;4494.5;62;65
661;03/10/1928;M;65;M;01/10/1926;F;2752;1926.4;;385.28;;688;62;65
662;04/02/1939;M;65;M;02/02/1937;F;11611;8127.7;;1625.54;;2902.75;62;65
663;05/07/1985;M;65;U;;F;3538;2476.6;;495.32;;884.5;62;65
664;06/23/1918;F;65;M;08/23/1920;M;17486;12240.2;;2448.04;;4371.5;62;65
665;07/02/1909;M;65;M;05/02/1907;F;21759;15231.3;;3046.26;;5439.75;62;65
666;06/21/1990;M;65;U;;F;2972;2080.4;;416.08;;743;62;65
667;03/15/1981;M;65;U;;F;11580;8106;;1621.2;;2895;62;65
668;08/25/1966;M;65;U;;F;7467;5226.9;;1045.38;;1866.75;62;65
669;06/01/1980;M;65;U;;F;9956;6969.2;;1393.84;;2489;62;65
670;07/13/1980;F;65;U;;M;9733;6813.1;;1362.62;;2433.25;62;65
671;03/02/1939;M;65;M;01/02/1937;F;17566;12296.2;;2459.24;;4391.5;62;65
672;05/26/1984;M;65;U;;F;8545;5981.5;;1196.3;;2136.25;62;65
673;08/16/1942;M;65;M;06/16/1940;F;12978;9084.6;;1816.92;;3244.5;62;65
674;03/21/1937;F;65;M;05/21/1939;M;16269;11388.3;;2277.66;;4067.25;62;65
675;03/01/1954;M;65;U;;F;11488;8041.6;;1608.32;;2872;62;65
676;08/06/1995;F;65;U;;M;19215;13450.5;;2690.1;;4803.75;62;65
677;04/27/1923;M;65;M;02/27/1921;F;11077;7753.9;;1550.78;;2769.25;62;65
678;05/21/1941;F;65;M;07/21/1943;M;16420;11494;;2298.8;;4105;62;65
679;08/19/1947;F;65;M;10/19/1949;M;8230;5761;;1152.2;;2057.5;62;65
680;09/27/1967;F;65;U;;M;20132;14092.4;;2818.48;;5033;62;65
681;08/15/1990;M;65;U;;F;4815;3370.5;;674.1;;1203.75;62;65
682;01/19/1952;F;65;M;03/19/1954;M;14769;10338.3;;2067.66;;3692.25;62;65
683;03/28/1981;F;65;U;;M;1815;1270.5;;254.1;;453.75;62;65
684;03/02/1954;M;65;U;;F;20154;14107.8;;2821.56;;5038.5;62;65
685;01/17/1944;M;65;M;11/17/1941;F;9453;6617.1;;1323.42;;2363.25;62;65
686;08/21/1907;F;65;M;10/21/1909;M;13076;9153.2;;1830.64;;3269;62;65
687;12/23/1922;M;65;M;10/23/1920;F;23381;16366.7;;3273.34;;5845.25;62;65
688;12/16/1918;F;65;M;02/16/1921;M;11920;8344;;1668.8;;2980;62;65
689;01/03/1972;M;65;U;;F;1153;807.1;;161.42;;288.25;62;65
690;07/24/1947;M;65;M;05/24/1945;F;11636;8145.2;;1629.04;;2909;62;65
691;12/25/1923;F;65;M;02/25/1926;M;13517;9461.9;;1892.38;;3379.25;62;65
692;12/25/1946;M;65;M;10/25/1944;F;19797;13857.9;;2771.58;;4949.25;62;65
693;11/19/1906;F;65;M;01/19/1909;M;20923;14646.1;;2929.22;;5230.75;62;65
694;12/01/1961;F;65;U;;M;2820;1974;;394.8;;705;62;65
695;04/18/1910;F;65;M;06/18/1912;M;13352;9346.4;;1869.28;;3338;62;65
696;04/04/1948;M;65;M;02/04/1946;F;5688;3981.6;;796.32;;1422;62;65
697;09/27/1985;F;65;U;;M;9587;6710.9;;1342.18;;2396.75;62;65
698;01/23/1936;M;65;M;11/23/1933;F;20039;14027.3;;2805.46;;5009.75;62;65
699;03/13/1903;F;65;M;05/13/1905;M;15406;10784.2;;2156.84;;3851.5;62;65
700;02/08/1995;F;65;U;;M;17055;11938.5;;2387.7;;4263.75;62;65
701;08/27/1923;F;65;M;10/27/1925;M;16811;11767.7;;2353.54;;4202.75;62;65
702;10/27/1922;F;65;M;12/27/1924;M;17608;12325.6;;2465.12;;4402;62;65
703;09/02/1939;M;65;M;07/02/1937;F;6348;4443.6;;888.72;;1587;62;65
704;02/15/1974;M;65;U;;F;5517;3861.9;;772.38;;1379.25;62;65
705;07/14/1936;F;65;M;09/14/1938;M;9483;6638.1;;1327.62;;2370.75;62;65
706;09/08/1952;F;65;M;11/08/1954;M;19928;13949.6;;2789.92;;4982;62;65
707;09/28/1940;M;65;M;07/28/1938;F;8073;5651.1;;1130.22;;2018.25;62;65
708;11/15/1975;F;65;U;;M;23708;16595.6;;3319.12;;5927;62;65
709;06/07/1922;M;65;M;04/07/1920;F;8680;6076;;1215.2;;2170;62;65
710;07/07/1964;M;65;U;;F;12031;8421.7;;1684.34;;3007.75;62;65
711;11/06/1927;M;65;M;09/06/1925;F;7147;5002.9;;1000.58;;1786.75;62;65
712;06/12/1971;F;65;U;;M;2762;1933.4;;386.68;;690.5;62;65
713;02/15/1946;F;65;M;04/15/1948;M;17656;12359.2;;2471.84;;4414;62;65
714;05/03/1954;M;65;U;;F;4859;3401.3;;680.26;;1214.75;62;65
715;01/18/1914;F;65;M;03/18/1916;M;10576;7403.2;;1480.64;;2644;62;65
716;10/14/1989;F;65;U;;M;5418;3792.6;;758.52;;1354.5;62;65
717;03/24/1947;M;65;M;01/24/1945;F;11293;7905.1;;1581.02;;2823.25;62;65
718;11/20/1973;F;65;U;;M;9280;6496;;1299.2;;2320;62;65
719;03/03/1930;F;65;M;05/03/1932;M;13727;9608.9;;1921.78;;3431.75;62;65
720;10/22/1948;F;65;M;12/22/1950;M;13461;9422.7;;1884.54;;3365.25;62;65
721;04/11/1948;F;65;M;06/11/1950;M;15559;10891.3;;2178.26;;3889.75;62;65
722;12/02/1934;F;65;M;02/02/1937;M;15090;10563;;2112.6;;3772.5;62;65
723;02/22/1972;F;65;U;;M;4487;3140.9;;628.18;;1121.75;62;65
724;01/26/1900;F;65;M;03/26/1902;M;24544;17180.8;;3436.16;;6136;62;65
725;09/05/1907;F;65;M;11/05/1909;M;10166;7116.2;;1423.24;;2541.5;62;65
726;04/02/1968;F;65;U;;M;8447;5912.9;;1182.58;;2111.75;62;65
727;09/05/1912;F;65;M;11/05/1914;M;20771;14539.7;;2907.94;;5192.75;62;65
728;07/17/1976;M;65;U;;F;5767;4036.9;;807.38;;1441.75;62;65
729;04/01/1965;M;65;U;;F;15120;10584;;2116.8;;3780;62;65
730;07/03/1959;M;65;U;;F;8311;5817.7;;1163.54;;2077.75;62;65
731;05/17/1909;F;65;M;07/17/1911;M;9939;6957.3;;1391.46;;2484.75;62;65
732;06/17/1965;M;65;U;;F;18384;12868.8;;2573.76;;4596;62;65
733;05/19/1944;F;65;M;07/19/1946;M;12652;8856.4;;1771.28;;3163;62;65
734;06/01/1979;F;65;U;;M;16071;11249.7;;2249.94;;4017.75;62;65
735;03/10/1979;M;65;U;;F;16871;11809.7;;2361.94;;4217.75;62;65
736;09/24/1969;M;65;U;;F;11198;7838.6;;1567.72;;2799.5;62;65
737;12/15/1908;F;65;M;02/15/1911;M;21214;14849.8;;2969.96;;5303.5;62;65
738;04/24/1982;M;65;U;;F;2207;1544.9;;308.98;;551.75;62;65
739;02/28/1931;M;65;M;12/28/1928;F;2409;1686.3;;337.26;;602.25;62;65
740;06/28/1981;F;65;U;;M;13669;9568.3;;1913.66;;3417.25;62;65
741;09/09/1949;M;65;M;07/09/1947;F;6145;4301.5;;860.3;;1536.25;62;65
742;09/23/1980;M;65;U;;F;18215;12750.5;;2550.1;;4553.75;62;65
743;08/28/1957;F;65;U;;M;6903;4832.1;;966.42;;1725.75;62;65
744;08/07/1941;M;65;M;06/07/1939;F;3531;2471.7;;494.34;;882.75;62;65
745;02/08/1963;F;65;U;;M;7507;5254.9;;1050.98;;1876.75;62;65
746;04/23/1961;M;65;U;;F;15547;10882.9;;2176.58;;3886.75;62;65
747;06/15/1994;M;65;U;;F;6634;4643.8;;928.76;;1658.5;62;65
748;11/10/1929;F;65;M;01/10/1932;M;15280;10696;;2139.2;;3820;62;65
749;12/06/1921;M;65;M;10/06/1919;F;7884;5518.8;;1103.76;;1971;62;65
750;04/21/1907;M;65;M;02/21/1905;F;22922;16045.4;;3209.08;;5730.5;62;65
751;09/05/1920;M;65;M;07/05/1918;F;4917;3441.9;;688.38;;1229.25;62;65
752;09/20/1988;F;65;U;;M;1754;1227.8;;245.56;;438.5;62;65
753;10/23/1976;M;65;U;;F;1475;1032.5;;206.5;;368.75;62;65
754;04/02/1935;M;65;M;02/02/1933;F;19605;13723.5;;2744.7;;4901.25;62;65
755;12/08/1944;M;65;M;10/08/1942;F;3486;2440.2;;488.04;;871.5;62;65
756;09/28/1949;F;65;M;11/28/1951;M;10049;7034.3;;1406.86;;2512.25;62;65
757;03/28/1981;F;65;U;;M;14597;10217.9;;2043.58;;3649.25;62;65
758;04/21/1956;M;65;U;;F;21159;14811.3;;2962.26;;5289.75;62;65
759;05/22/1921;F;65;M;07/22/1923;M;24241;16968.7;;3393.74;;6060.25;62;65
760;12/26/1968;M;65;U;;F;12609;8826.3;;1765.26;;3152.25;62;65
761;06/28/1979;F;65;U;;M;9675;6772.5;;1354.5;;2418.75;62;65
762;08/03/1990;F;65;U;;M;13557;9489.9;;1897.98;;3389.25;62;65
763;01/28/1970;F;65;U;;M;11446;8012.2;;1602.44;;2861.5;62;65
764;04/02/1953;F;65;M;06/02/1955;M;23242;16269.4;;3253.88;;5810.5;62;65
765;08/09/1981;M;65;U;;F;14760;10332;;2066.4;;3690;62;65
766;11/12/1932;F;65;M;01/12/1935;M;10801;7560.7;;1512.14;;2700.25;62;65
767;03/27/1939;F;65;M;05/27/1941;M;16199;11339.3;;2267.86;;4049.75;62;65
768;12/15/1969;M;65;U;;F;12851;8995.7;;1799.14;;3212.75;62;65
769;11/08/1972;M;65;U;;F;13736;9615.2;;1923.04;;3434;62;65
770;05/01/1964;M;65;U;;F;8276;5793.2;;1158.64;;2069;62;65
771;09/16/1967;F;65;U;;M;15701;10990.7;;2198.14;;3925.25;62;65
772;03/02/1959;F;65;U;;M;6112;4278.4;;855.68;;1528;62;65
773;08/19/1965;M;65;U;;F;24471;17129.7;;3425.94;;6117.75;62;65
774;05/21/1921;M;65;M;03/21/1919;F;17879;12515.3;;2503.06;;4469.75;62;65
775;01/08/1918;F;65;M;03/08/1920;M;5669;3968.3;;793.66;;1417.25;62;65
776;05/09/1916;F;65;M;07/09/1918;M;8607;6024.9;;1204.98;;2151.75;62;65
777;10/18/1906;F;65;M;12/18/1908;M;10436;7305.2;;1461.04;;2609;62;65
778;11/13/1976;F;65;U;;M;7738;5416.6;;1083.32;;1934.5;62;65
779;10/28/1924;M;65;M;08/28/1922;F;24088;16861.6;;3372.32;;6022;62;65
780;11/25/1981;F;65;U;;M;11518;8062.6;;1612.52;;2879.5;62;65
781;07/09/1979;M;65;U;;F;6752;4726.4;;945.28;;1688;62;65
782;01/11/1951;M;65;M;11/11/1948;F;23538;16476.6;;3295.32;;5884.5;62;65
783;09/07/1912;F;65;M;11/07/1914;M;10478;7334.6;;1466.92;;2619.5;62;65
784;06/28/1980;F;65;U;;M;10983;7688.1;;1537.62;;2745.75;62;65
785;07/28/1905;F;65;M;09/28/1907;M;9438;6606.6;;1321.32;;2359.5;62;65
786;04/18/1925;M;65;M;02/18/1923;F;7140;4998;;999.6;;1785;62;65
787;11/20/1917;M;65;M;09/20/1915;F;7959;5571.3;;1114.26;;1989.75;62;65
788;09/22/1977;F;65;U;;M;5541;3878.7;;775.74;;1385.25;62;65
789;03/18/1909;M;65;M;01/18/1907;F;2340;1638;;327.6;;585;62;65
790;03/05/1931;M;65;M;01/05/1929;F;20915;14640.5;;2928.1;;5228.75;62;65
791;04/22/1991;M;65;U;;F;7107;4974.9;;994.98;;1776.75;62;65
792;04/01/1964;F;65;U;;M;2357;1649.9;;329.98;;589.25;62;65
793;12/20/1905;F;65;M;02/20/1908;M;20162;14113.4;;2822.68;;5040.5;62;65
794;11/07/1916;M;65;M;09/07/1914;F;6126;4288.2;;857.64;;1531.5;62;65
795;08/09/1931;F;65;M;10/09/1933;M;16545;11581.5;;2316.3;;4136.25;62;65
796;04/21/1955;M;65;U;;F;14869;10408.3;;2081.66;;3717.25;62;65
797;03/22/1990;F;65;U;;M;16368;11457.6;;2291.52;;4092;62;65
798;04/07/1944;M;65;M;02/07/1942;F;15148;10603.6;;2120.72;;3787;62;65
799;06/28/1993;F;65;U;;M;6926;4848.2;;969.64;;1731.5;62;65
800;11/10/1915;F;65;M;01/10/1918;M;22706;15894.2;;3178.84;;5676.5;62;65
801;01/11/1930;F;65;M;03/11/1932;M;12334;8633.8;;1726.76;;3083.5;62;65
802;01/26/1972;F;65;U;;M;22503;15752.1;;3150.42;;5625.75;62;65
803;08/28/1903;F;65;M;10/28/1905;M;3345;2341.5;;468.3;;836.25;62;65
804;03/15/1912;M;65;M;01/15/1910;F;8836;6185.2;;1237.04;;2209;62;65
805;08/23/1907;F;65;M;10/23/1909;M;8740;6118;;1223.6;;2185;62;65
806;02/03/1955;F;65;U;;M;24753;17327.1;;3465.42;;6188.25;62;65
807;02/25/1908;F;65;M;04/25/1910;M;4587;3210.9;;642.18;;1146.75;62;65
808;09/21/1902;M;65;M;07/21/1900;F;23307;16314.9;;3262.98;;5826.75;62;65
809;10/28/1947;F;65;M;12/28/1949;M;8258;5780.6;;1156.12;;2064.5;62;65
810;11/22/1917;F;65;M;01/22/1920;M;13479;9435.3;;1887.06;;3369.75;62;65
811;07/25/1967;F;65;U;;M;10097;7067.9;;1413.58;;2524.25;62;65
812;02/16/1990;M;65;U;;F;18696;13087.2;;2617.44;;4674;62;65
813;07/08/1954;M;65;U;;F;1590;1113;;222.6;;397.5;62;65
814;10/06/1926;F;65;M;12/06/1928;M;9059;6341.3;;1268.26;;2264.75;62;65
815;06/07/1985;F;65;U;;M;15423;10796.1;;2159.22;;3855.75;62;65
816;04/05/1980;F;65;U;;M;24021;16814.7;;3362.94;;6005.25;62;65
817;03/26/1939;M;65;M;01/26/1937;F;14601;10220.7;;2044.14;;3650.25;62;65
818;09/22/1949;M;65;M;07/22/1947;F;24146;16902.2;;3380.44;;6036.5;62;65
819;02/05/1962;F;65;U;;M;5081;3556.7;;711.34;;1270.25;62;65
820;06/21/1978;F;65;U;;M;12920;9044;;1808.8;;3230;62;65
821;10/14/1967;M;65;U;;F;14631;10241.7;;2048.34;;3657.75;62;65
822;03/24/1945;F;65;M;05/24/1947;M;20134;14093.8;;2818.76;;5033.5;62;65
823;07/05/1912;F;65;M;09/05/1914;M;16660;11662;;2332.4;;4165;62;65
824;01/11/1908;M;65;M;11/11/1905;F;19127;13388.9;;2677.78;;4781.75;62;65
825;04/06/1903;F;65;M;06/06/1905;M;21066;14746.2;;2949.24;;5266.5;62;65
826;10/07/1993;M;65;U;;F;23167;16216.9;;3243.38;;5791.75;62;65
827;02/05/1941;M;65;M;12/05/1938;F;6409;4486.3;;897.26;;1602.25;62;65
828;05/16/1929;M;65;M;03/16/1927;F;18579;13005.3;;2601.06;;4644.75;62;65
829;08/08/1989;M;65;U;;F;23013;16109.1;;3221.82;;5753.25;62;65
830;09/04/1946;M;65;M;07/04/1944;F;14348;10043.6;;2008.72;;3587;62;65
831;11/17/1925;F;65;M;01/17/1928;M;21109;14776.3;;2955.26;;5277.25;62;65
832;02/04/1990;F;65;U;;M;20316;14221.2;;2844.24;;5079;62;65
833;08/20/1985;F;65;U;;M;1183;828.1;;165.62;;295.75;62;65
834;02/09/1929;F;65;M;04/09/1931;M;10968;7677.6;;1535.52;;2742;62;65
835;01/09/1905;F;65;M;03/09/1907;M;8383;5868.1;;1173.62;;2095.75;62;65
836;12/15/1940;M;65;M;10/15/1938;F;5922;4145.4;;829.08;;1480.5;62;65
837;04/08/1911;F;65;M;06/08/1913;M;6223;4356.1;;871.22;;1555.75;62;65
838;07/20/1923;F;65;M;09/20/1925;M;11394;7975.8;;1595.16;;2848.5;62;65
839;09/05/1917;F;65;M;11/05/1919;M;13108;9175.6;;1835.12;;3277;62;65
840;12/23/1950;F;65;M;02/23/1953;M;4523;3166.1;;633.22;;1130.75;62;65
841;11/21/1935;M;65;M;09/21/1933;F;13465;9425.5;;1885.1;;3366.25;62;65
842;11/11/1988;M;65;U;;F;22741;15918.7;;3183.74;;5685.25;62;65
843;12/10/1982;M;65;U;;F;12539;8777.3;;1755.46;;3134.75;62;65
844;02/06/1942;M;65;M;12/06/1939;F;2726;1908.2;;381.64;;681.5;62;65
845;04/20/1904;M;65;M;02/20/1902;F;14915;10440.5;;2088.1;;3728.75;62;65
846;03/16/1927;M;65;M;01/16/1925;F;6127;4288.9;;857.78;;1531.75;62;65
847;10/10/1989;F;65;U;;M;15689;10982.3;;2196.46;;3922.25;62;65
848;05/14/1916;M;65;M;03/14/1914;F;12886;9020.2;;1804.04;;3221.5;62;65
849;07/07/1965;M;65;U;;F;1375;962.5;;192.5;;343.75;62;65
850;02/05/1972;M;65;U;;F;7063;4944.1;;988.82;;1765.75;62;65
851;09/11/1946;M;65;M;07/11/1944;F;21165;14815.5;;2963.1;;5291.25;62;65
852;05/03/1980;M;65;U;;F;8441;5908.7;;1181.74;;2110.25;62;65
853;02/08/1902;M;65;M;12/08/1899;F;1865;1305.5;;261.1;;466.25;62;65
854;07/20/1928;F;65;M;09/20/1930;M;7154;5007.8;;1001.56;;1788.5;62;65
855;10/20/1983;F;65;U;;M;735;514.5;;102.9;;183.75;62;65
856;09/28/1928;M;65;M;07/28/1926;F;24938;17456.6;;3491.32;;6234.5;62;65
857;06/11/1976;F;65;U;;M;20975;14682.5;;2936.5;;5243.75;62;65
858;11/09/1961;M;65;U;;F;9026;6318.2;;1263.64;;2256.5;62;65
859;06/25/1911;F;65;M;08/25/1913;M;13793;9655.1;;1931.02;;3448.25;62;65
860;06/06/1957;F;65;U;;M;20256;14179.2;;2835.84;;5064;62;65
861;02/21/1913;F;65;M;04/21/1915;M;18129;12690.3;;2538.06;;4532.25;62;65
862;01/17/1922;F;65;M;03/17/1924;M;12661;8862.7;;1772.54;;3165.25;62;65
863;01/08/1926;M;65;M;11/08/1923;F;5992;4194.4;;838.88;;1498;62;65
864;12/19/1970;F;65;U;;M;5875;4112.5;;822.5;;1468.75;62;65
865;12/13/1925;F;65;M;02/13/1928;M;21513;15059.1;;3011.82;;5378.25;62;65
866;03/14/1920;F;65;M;05/14/1922;M;21448;15013.6;;3002.72;;5362;62;65
867;10/20/1943;F;65;M;12/20/1945;M;18474;12931.8;;2586.36;;4618.5;62;65
868;05/10/1906;M;65;M;03/10/1904;F;21919;15343.3;;3068.66;;5479.75;62;65
869;08/24/1967;F;65;U;;M;23499;16449.3;;3289.86;;5874.75;62;65
870;09/02/1920;F;65;M;11/02/1922;M;4493;3145.1;;629.02;;1123.25;62;65
871;05/14/1976;M;65;U;;F;19330;13531;;2706.2;;4832.5;62;65
872;04/12/1961;F;65;U;;M;17529;12270.3;;2454.06;;4382.25;62;65
873;12/16/1928;F;65;M;02/16/1931;M;9307;6514.9;;1302.98;;2326.75;62;65
874;02/26/1900;F;65;M;04/26/1902;M;20220;14154;;2830.8;;5055;62;65
875;07/17/1990;F;65;U;;M;2828;1979.6;;395.92;;707;62;65
876;08/06/1917;F;65;M;10/06/1919;M;24442;17109.4;;3421.88;;6110.5;62;65
877;06/13/1989;M;65;U;;F;11956;8369.2;;1673.84;;2989;62;65
878;11/23/1920;F;65;M;01/23/1923;M;14894;10425.8;;2085.16;;3723.5;62;65
879;07/22/1927;F;65;M;09/22/1929;M;16011;11207.7;;2241.54;;4002.75;62;65
880;01/12/1907;M;65;M;11/12/1904;F;7321;5124.7;;1024.94;;1830.25;62;65
881;11/04/1978;F;65;U;;M;13138;9196.6;;1839.32;;3284.5;62;65
882;04/09/1914;F;65;M;06/09/1916;M;16556;11589.2;;2317.84;;4139;62;65
883;08/16/1976;F;65;U;;M;5238;3666.6;;733.32;;1309.5;62;65
884;01/26/1970;M;65;U;;F;10240;7168;;1433.6;;2560;62;65
885;06/14/1943;F;65;M;08/14/1945;M;14932;10452.4;;2090.48;;3733;62;65
886;05/25/1974;M;65;U;;F;22254;15577.8;;3115.56;;5563.5;62;65
887;04/21/1933;F;65;M;06/21/1935;M;3994;2795.8;;559.16;;998.5;62;65
888;10/25/1952;F;65;M;12/25/1954;M;17260;12082;;2416.4;;4315;62;65
889;02/25/1981;M;65;U;;F;23623;16536.1;;3307.22;;5905.75;62;65
890;04/24/1925;M;65;M;02/24/1923;F;6133;4293.1;;858.62;;1533.25;62;65
891;11/13/1984;M;65;U;;F;863;604.1;;120.82;;215.75;62;65
892;07/08/1986;M;65;U;;F;23623;16536.1;;3307.22;;5905.75;62;65
893;11/06/1947;M;65;M;09/06/1945;F;1417;991.9;;198.38;;354.25;62;65
894;04/04/1904;F;65;M;06/04/1906;M;4670;3269;;653.8;;1167.5;62;65
895;08/07/1918;F;65;M;10/07/1920;M;10917;7641.9;;1528.38;;2729.25;62;65
896;06/24/1918;M;65;M;04/24/1916;F;16527;11568.9;;2313.78;;4131.75;62;65
897;04/25/1941;F;65;M;06/25/1943;M;2186;1530.2;;306.04;;546.5;62;65
898;11/21/1985;F;65;U;;M;20804;14562.8;;2912.56;;5201;62;65
899;08/06/1993;M;65;U;;F;4069;2848.3;;569.66;;1017.25;62;65
900;12/05/1932;M;65;M;10/05/1930;F;22948;16063.6;;3212.72;;5737;62;65
901;09/02/1978;M;65;U;;F;23758;16630.6;;3326.12;;5939.5;62;65
902;05/23/1963;M;65;U;;F;23968;16777.6;;3355.52;;5992;62;65
903;01/17/1958;M;65;U;;F;24602;17221.4;;3444.28;;6150.5;62;65
904;04/08/1952;F;65;M;06/08/1954;M;5864;4104.8;;820.96;;1466;62;65
905;01/17/1995;F;65;U;;M;23045;16131.5;;3226.3;;5761.25;62;65
906;06/19/1905;M;65;M;04/19/1903;F;24135;16894.5;;3378.9;;6033.75;62;65
907;02/13/1959;F;65;U;;M;12233;8563.1;;1712.62;;3058.25;62;65
908;09/15/1927;F;65;M;11/15/1929;M;10624;7436.8;;1487.36;;2656;62;65
909;02/25/1940;M;65;M;12/25/1937;F;8984;6288.8;;1257.76;;2246;62;65
910;07/28/1984;M;65;U;;F;18185;12729.5;;2545.9;;4546.25;62;65
911;06/05/1902;M;65;M;04/05/1900;F;17789;12452.3;;2490.46;;4447.25;62;65
912;08/06/1933;F;65;M;10/06/1935;M;23915;16740.5;;3348.1;;5978.75;62;65
913;04/07/1992;F;65;U;;M;17887;12520.9;;2504.18;;4471.75;62;65
914;08/02/1938;F;65;M;10/02/1940;M;18161;12712.7;;2542.54;;4540.25;62;65
915;11/05/1914;M;65;M;09/05/1912;F;23987;16790.9;;3358.18;;5996.75;62;65
916;07/18/1978;M;65;U;;F;13689;9582.3;;1916.46;;3422.25;62;65
917;01/10/1967;F;65;U;;M;1769;1238.3;;247.66;;442.25;62;65
918;10/12/1983;F;65;U;;M;13001;9100.7;;1820.14;;3250.25;62;65
919;03/03/1965;F;65;U;;M;5150;3605;;721;;1287.5;62;65
920;12/06/1935;M;65;M;10/06/1933;F;24497;17147.9;;3429.58;;6124.25;62;65
921;01/05/1914;M;65;M;11/05/1911;F;13543;9480.1;;1896.02;;3385.75;62;65
922;11/23/1910;F;65;M;01/23/1913;M;21919;15343.3;;3068.66;;5479.75;62;65
923;01/25/1968;F;65;U;;M;11205;7843.5;;1568.7;;2801.25;62;65
924;12/14/1995;F;65;U;;M;1463;1024.1;;204.82;;365.75;62;65
925;04/03/1985;F;65;U;;M;14566;10196.2;;2039.24;;3641.5;62;65
926;11/19/1900;F;65;M;01/19/1903;M;9300;6510;;1302;;2325;62;65
927;10/18/1927;M;65;M;08/18/1925;F;21740;15218;;3043.6;;5435;62;65
928;05/25/1919;F;65;M;07/25/1921;M;1018;712.6;;142.52;;254.5;62;65
929;11/07/1918;M;65;M;09/07/1916;F;11022;7715.4;;1543.08;;2755.5;62;65
930;04/07/1947;F;65;M;06/07/1949;M;21477;15033.9;;3006.78;;5369.25;62;65
931;01/14/1970;F;65;U;;M;9683;6778.1;;1355.62;;2420.75;62;65
932;10/10/1983;F;65;U;;M;20853;14597.1;;2919.42;;5213.25;62;65
933;10/28/1921;M;65;M;08/28/1919;F;23952;16766.4;;3353.28;;5988;62;65
934;07/24/1981;F;65;U;;M;24241;16968.7;;3393.74;;6060.25;62;65
935;02/14/1955;F;65;U;;M;5523;3866.1;;773.22;;1380.75;62;65
936;03/04/1968;M;65;U;;F;21384;14968.8;;2993.76;;5346;62;65
937;07/04/1924;M;65;M;05/04/1922;F;6102;4271.4;;854.28;;1525.5;62;65
938;05/05/1939;M;65;M;03/05/1937;F;6772;4740.4;;948.08;;1693;62;65
939;06/09/1950;F;65;M;08/09/1952;M;19999;13999.3;;2799.86;;4999.75;62;65
940;07/07/1987;M;65;U;;F;1128;789.6;;157.92;;282;62;65
941;04/08/1977;F;65;U;;M;24962;17473.4;;3494.68;;6240.5;62;65
942;01/27/1919;F;65;M;03/27/1921;M;19648;13753.6;;2750.72;;4912;62;65
